root_og	n_species	n_phyla	n_classes	n_orders	n_families	n_genera	phyla_set
COG3882	3123	65	121	277	506	1213	Acidobacteriota;Actinomycetota;Armatimonadota;Asgardarchaeota;Auribacterota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_F;Bacillota_G;Bacteroidota;Bdellovibrionota;CLD3;Calditrichota;Campylobacterota;Chlamydiota;Chloroflexota;Cloacimonadota;Cyanobacteriota;Deferribacterota;Delongbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_F;Desulfobacterota_G;Dormibacterota;Elusimicrobiota;Eremiobacterota;FCPU426;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;Halobacteriota;JdFR-76;KSB1;Latescibacterota;Margulisbacteria;Marinisomatota;Methanobacteriota;Micrarchaeota;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;Riflebacteria;SAR324;SZUA-79;Spirochaetota;Synergistota;Thermoplasmatota;Thermoproteota;Thermotogota;UBA10199;UBA8481;Verrucomicrobiota
COG3886	7655	94	206	470	945	2729	AABM5-125-24;Acidobacteriota;Actinomycetota;Aenigmatarchaeota;Altiarchaeota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CG03;Caldisericota;Calditrichota;Campylobacterota;Chlamydiota;Chloroflexota;Cloacimonadota;Cyanobacteriota;Deferribacterota;Deinococcota;Delongbacteria;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FEN-1099;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;Goldbacteria;Halobacteriota;Hydrogenedentota;JAAXHH01;JACPWU01;JAMCPX01;JdFR-76;KSB1;Latescibacterota;Margulisbacteria;Marinisomatota;Methanobacteriota;Methanobacteriota_B;Methylomirabilota;Micrarchaeota;Muirbacteria;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;Ratteibacteria;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Synergistota;Thermodesulfobiota;Thermoplasmatota;Thermoproteota;Thermotogota;UBA8481;UBA9089;UBP4;UBP6;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG3911	3049	40	85	204	386	1096	Acidobacteriota;Actinomycetota;Aenigmatarchaeota;Armatimonadota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_D;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Campylobacterota;Chlamydiota;Chloroflexota;Cyanobacteriota;Delongbacteria;Dependentiae;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_F;Desulfobacterota_G;Eisenbacteria;Elusimicrobiota;Gemmatimonadota;Halobacteriota;Iainarchaeota;Micrarchaeota;Myxococcota;Myxococcota_A;Nanoarchaeota;OLB16;Patescibacteria;Planctomycetota;Pseudomonadota;SZUA-79;Spirochaetota;Thermoproteota;Verrucomicrobiota;Zixibacteria
COG3913	1811	14	28	68	130	456	Acidobacteriota;Bacteroidota;Calditrichota;Desulfobacterota;Desulfobacterota_E;Desulfobacterota_F;Eisenbacteria;KSB1;Myxococcota;Nitrospirota;Omnitrophota;Planctomycetota;Pseudomonadota;Zixibacteria
COG3920	7363	67	160	356	751	2290	AABM5-125-24;Acidobacteriota;Actinomycetota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_F;Bacillota_G;Bacteroidota;Bdellovibrionota;CSP1-3;Calditrichota;Campylobacterota;Chloroflexota;Chrysiogenota;Cloacimonadota;Cyanobacteriota;Deferribacterota;Deinococcota;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Dormibacterota;Edwardsbacteria;Elusimicrobiota;Eremiobacterota;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;Halobacteriota;JdFR-76;KSB1;Latescibacterota;Margulisbacteria;Marinisomatota;Methanobacteriota;Methylomirabilota;Myxococcota;Myxococcota_A;Nitrospinota;Nitrospirota;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;SAR324;Spirochaetota;Synergistota;Thermodesulfobiota;Thermoplasmatota;Thermoproteota;Thermotogota;UBA10199;Verrucomicrobiota;Wallbacteria
COG3921	2427	23	33	84	149	600	Acidobacteriota;Actinomycetota;Armatimonadota;Bacillota;Bacillota_A;Bacteroidota;Bdellovibrionota;CLD3;CSP1-3;Chloroflexota;Cyanobacteriota;Desulfobacterota;Dormibacterota;Fibrobacterota;Gemmatimonadota;Methylomirabilota;Myxococcota;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;SAR324;Spirochaetota
COG3930	1817	34	69	131	223	532	4484-113;Acidobacteriota;Actinomycetota;Aenigmatarchaeota;Bacillota;Bacillota_C;Bacteroidota;Bdellovibrionota;CG03;Campylobacterota;Chloroflexota;Cyanobacteriota;Desulfobacterota;Eisenbacteria;Elusimicrobiota;FEN-1099;Gemmatimonadota;Halobacteriota;Hydrogenedentota;Iainarchaeota;JADFOP01;Krumholzibacteriota;Marinisomatota;Myxococcota;Nanoarchaeota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;SAR324;Spirochaetota;Thermoplasmatota;UBA10199;Verrucomicrobiota
COG3932	2250	37	68	157	301	793	AABM5-125-24;Acidobacteriota;Actinomycetota;Armatimonadota;Bacillota;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_G;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CSP1-3;Chlamydiota;Chloroflexota;Chrysiogenota;Cyanobacteriota;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_F;Desulfobacterota_G;Elusimicrobiota;Gemmatimonadota;Hydrogenedentota;Marinisomatota;Methanobacteriota;Methylomirabilota;Myxococcota;NPL-UPA2;Nitrospirota;Patescibacteria;Planctomycetota;Pseudomonadota;SAR324;Sumerlaeota;Synergistota;Verrucomicrobiota
COG3937	3104	73	136	250	475	1115	AABM5-125-24;Acidobacteriota;Actinomycetota;Aerophobota;Altiarchaeota;Armatimonadota;Asgardarchaeota;Atribacterota;Auribacterota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacteroidota;Bipolaricaulota;CG03;CG2-30-53-67;CG2-30-70-394;Caldisericota;Calditrichota;Campylobacterota;Chloroflexota;Chrysiogenota;Cloacimonadota;Cyanobacteriota;DTU030;Deferribacterota;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Edwardsbacteria;Elusimicrobiota;FEN-1099;Fibrobacterota;Firestonebacteria;Fusobacteriota;Halobacteriota;Hydrothermarchaeota;JdFR-76;KSB1;Latescibacterota;Margulisbacteria;Marinisomatota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;Ratteibacteria;Riflebacteria;SAR324;Spirochaetota;Synergistota;Thermodesulfobiota;Thermosulfidibacterota;UBA1439;UBA6266;UBA9089;UBP13;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG3941	3113	30	46	125	281	1039	Actinomycetota;Aquificota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_G;Bacteroidota;Calditrichota;Campylobacterota;Chlamydiota;Chloroflexota;Cloacimonadota;Cyanobacteriota;Deinococcota;Desulfobacterota;Desulfobacterota_F;Desulfobacterota_G;Elusimicrobiota;Fibrobacterota;Fusobacteriota;Latescibacterota;Nitrospirota;Patescibacteria;Planctomycetota;Pseudomonadota;Spirochaetota;Synergistota;Thermotogota;Verrucomicrobiota
COG3956	18917	123	276	763	1679	5571	AABM5-125-24;Acidobacteriota;Actinomycetota;Aenigmatarchaeota;Aquificota;Armatimonadota;Atribacterota;Auribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CG03;CG2-30-53-67;CG2-30-70-394;CLD3;Caldisericota;Calditrichota;Calescibacterota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Coprothermobacterota;Cyanobacteriota;DTU030;DUMJ01;Deferribacterota;Deinococcota;Delongbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Dormibacterota;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FCPU426;FEN-1099;Fermentibacterota;Fibrobacterota;Fusobacteriota;Gemmatimonadota;Goldbacteria;HKB111;Halobacteriota;Hydrogenedentota;Iainarchaeota;JAAXHH01;JABDJQ01;JACPWU01;JADFOP01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Margulisbacteria;Marinisomatota;Methanobacteriota_B;Methylomirabilota;Muirbacteria;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;RBG-13-66-14;RUG730;Ratteibacteria;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;TA06;Thermodesulfobiota;Thermoplasmatota;Thermoproteota;Thermosulfidibacterota;Thermotogota;UBA10199;UBA1439;UBA3054;UBA6262;UBA6266;UBA8248;UBA8481;UBA9089;UBP13;UBP15;UBP4;UBP6;UBP7;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG3966	1243	15	21	38	73	251	Actinomycetota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_G;Bacteroidota;Campylobacterota;Chloroflexota;Desulfobacterota;Fusobacteriota;Gemmatimonadota;Pseudomonadota;Synergistota;Verrucomicrobiota
COG3969	1286	33	48	102	196	527	Acidobacteriota;Actinomycetota;Asgardarchaeota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_G;Bacillota_H;Bacteroidota;Campylobacterota;Chloroflexota;Deinococcota;Desulfobacterota;Desulfobacterota_G;Fibrobacterota;Fusobacteriota;Halobacteriota;Methanobacteriota;Myxococcota;Nanoarchaeota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;Spirochaetota;Synergistota;Thermoplasmatota;Thermotogota;Verrucomicrobiota
COG3973	5830	50	98	224	487	1609	Acidobacteriota;Actinomycetota;Armatimonadota;Asgardarchaeota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacteroidota;Bdellovibrionota;Campylobacterota;Chlamydiota;Chloroflexota;Cloacimonadota;Cyanobacteriota;Deinococcota;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_F;Desulfobacterota_G;Edwardsbacteria;FEN-1099;Gemmatimonadota;Halobacteriota;JAAXHH01;Latescibacterota;Marinisomatota;Methanobacteriota;Myxococcota;Myxococcota_A;Nanoarchaeota;Nitrospinota;Nitrospirota;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;SAR324;Spirochaetota;Synergistota;Thermoplasmatota;Thermotogota;UBA10199;UBP7;Verrucomicrobiota
COG3979	3303	41	69	167	326	935	Acidobacteriota;Actinomycetota;Altiarchaeota;Armatimonadota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_E;Bacillota_G;Bacteroidota;Campylobacterota;Chloroflexota;Cyanobacteriota;Deinococcota;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_F;Eremiobacterota;Fibrobacterota;Fusobacteriota;Gemmatimonadota;Halobacteriota;Hydrogenedentota;JABDJQ01;KSB1;Latescibacterota;Marinisomatota;Methanobacteriota;Methanobacteriota_B;Myxococcota;Nitrospinota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;Spirochaetota;Sumerlaeota;Thermoplasmatota;Thermoproteota;UBA3054;Verrucomicrobiota
COG4009	84	6	8	9	14	30	Bacillota;Bacillota_A;Hydrothermarchaeota;Methanobacteriota;Thermoplasmatota;Thermoproteota
COG4010	102	6	9	9	16	42	Asgardarchaeota;Bacillota;Caldisericota;Hydrothermarchaeota;Methanobacteriota;Thermoproteota
COG4014	229	5	13	15	28	75	Bacillota_A;Halobacteriota;Methanobacteriota;Thermoplasmatota;Thermoproteota
COG4017	54	4	6	6	9	20	Aquificota;Bacillota_A;Halobacteriota;Methanobacteriota
COG4022	290	15	32	40	57	110	Actinomycetota;Asgardarchaeota;Bacteroidota;Chloroflexota;Deferribacterota;Elusimicrobiota;Halobacteriota;Hydrothermarchaeota;Margulisbacteria;Methanobacteriota;Methanobacteriota_B;Nanoarchaeota;Omnitrophota;Thermoplasmatota;Thermoproteota
COG4041	119	2	5	5	12	32	Halobacteriota;Methanobacteriota
COG4079	129	2	5	6	11	33	Halobacteriota;Methanobacteriota
COG4084	114	2	4	4	11	31	Halobacteriota;Methanobacteriota
COG4085	3103	38	62	131	273	751	Acidobacteriota;Actinomycetota;Aquificota;Armatimonadota;Bacillota;Bacillota_A;Bacillota_C;Bacillota_F;Bacteroidota;Bipolaricaulota;Campylobacterota;Chloroflexota;Cyanobacteriota;Deinococcota;Desulfobacterota;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Eisenbacteria;Elusimicrobiota;Gemmatimonadota;Halobacteriota;Krumholzibacteriota;Marinisomatota;Methanobacteriota;Methanobacteriota_B;Muirbacteria;Myxococcota;Nanoarchaeota;Nitrospirota;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;Thermoplasmatota;Thermotogota;Verrucomicrobiota;WOR-3
COG4087	959	48	109	164	303	536	AABM5-125-24;Acidobacteriota;Actinomycetota;Armatimonadota;Asgardarchaeota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacteroidota;CG2-30-53-67;Calditrichota;Campylobacterota;Chloroflexota;Cyanobacteriota;Delongbacteria;Desulfobacterota;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dormibacterota;Gemmatimonadota;Halobacteriota;Hydrothermarchaeota;JdFR-76;Latescibacterota;Methanobacteriota;Methanobacteriota_B;Nanoarchaeota;Nitrospirota;Patescibacteria;Planctomycetota;Pseudomonadota;Riflebacteria;SZUA-79;Schekmanbacteria;Spirochaetota;Synergistota;Thermoplasmatota;Thermoproteota;Thermosulfidibacterota;Verrucomicrobiota;WOR-3;Zixibacteria
COG4088	1016	29	49	103	168	335	Acidobacteriota;Actinomycetota;Armatimonadota;Asgardarchaeota;Bacillota;Bacillota_A;Bacteroidota;Bdellovibrionota;Campylobacterota;Chloroflexota;Cyanobacteriota;Deinococcota;Dependentiae;Desulfobacterota;Fibrobacterota;Halobacteriota;Latescibacterota;Marinisomatota;Methanobacteriota;Micrarchaeota;Nanoarchaeota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;Spirochaetota;Thermoplasmatota;Thermoproteota;Verrucomicrobiota
COG4095	4461	69	135	316	622	1557	Acidobacteriota;Actinomycetota;Aenigmatarchaeota;Altiarchaeota;Aquificota;Asgardarchaeota;Auribacterota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_F;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CAIJMQ01;CG03;CLD3;CSP1-3;Caldisericota;Calditrichota;Campylobacterota;Chlamydiota;Chloroflexota;Cyanobacteriota;Dependentiae;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_F;Desulfobacterota_G;Dormibacterota;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;Fibrobacterota;Fusobacteriota;Gemmatimonadota;Goldbacteria;Halobacteriota;KSB1;Margulisbacteria;Marinisomatota;Methanobacteriota;Methanobacteriota_B;Micrarchaeota;Muirbacteria;Myxococcota;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;SAR324;Spirochaetota;Thermoplasmatota;Thermoproteota;Thermotogota;UBA10199;UBA6266;UBA9089;UBP6;Undinarchaeota;Verrucomicrobiota;Zixibacteria
COG4101	2328	43	67	161	277	759	Acidobacteriota;Actinomycetota;Altiarchaeota;Armatimonadota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacteroidota;Bipolaricaulota;Calditrichota;Chloroflexota;Cyanobacteriota;Deinococcota;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_F;Dormibacterota;Eremiobacterota;Fusobacteriota;Gemmatimonadota;Halobacteriota;JAAXHH01;JdFR-76;KSB1;Latescibacterota;Marinisomatota;Methylomirabilota;Myxococcota;Nitrospinota;Planctomycetota;Poribacteria;Pseudomonadota;Spirochaetota;Synergistota;Thermoplasmatota;Thermoproteota;UBA8248;Verrucomicrobiota;Zixibacteria
COG4111	2789	25	41	129	273	840	Acidobacteriota;Actinomycetota;Armatimonadota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacteroidota;Bdellovibrionota;Chloroflexota;Cyanobacteriota;Deinococcota;Desulfobacterota;Desulfobacterota_B;Eremiobacterota;Gemmatimonadota;JAAXHH01;KSB1;Myxococcota;Nanoarchaeota;Patescibacteria;Planctomycetota;Pseudomonadota;Spirochaetota;Verrucomicrobiota
COG4119	1965	37	69	136	232	504	Acidobacteriota;Actinomycetota;Atribacterota;Bacillota;Bacillota_A;Bacillota_C;Bacteroidota;Bdellovibrionota;Caldisericota;Calditrichota;Campylobacterota;Chloroflexota;Cyanobacteriota;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_F;Desulfobacterota_G;Dormibacterota;Eisenbacteria;Eremiobacterota;Gemmatimonadota;Halobacteriota;Huberarchaeota;Krumholzibacteriota;Methanobacteriota;Methylomirabilota;Myxococcota;Nanoarchaeota;Nitrospirota;OLB16;Patescibacteria;Planctomycetota;Pseudomonadota;Thermoproteota;Thermotogota;UBA9089;Verrucomicrobiota
COG4125	2333	8	10	33	81	441	Actinomycetota;Bacillota;Bacillota_C;Bacteroidota;Campylobacterota;Desulfobacterota;Pseudomonadota;SAR324
COG4127	3757	70	134	293	559	1554	AABM5-125-24;Acidobacteriota;Actinomycetota;Armatimonadota;Asgardarchaeota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CG2-30-53-67;Caldisericota;Calditrichota;Campylobacterota;Chloroflexota;Cloacimonadota;Cyanobacteriota;Deferribacterota;Deinococcota;Delongbacteria;Desulfobacterota;Desulfobacterota_D;Desulfobacterota_F;Desulfobacterota_G;Dormibacterota;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;Fibrobacterota;Fusobacteriota;Gemmatimonadota;Halobacteriota;Hydrogenedentota;JAAXHH01;Krumholzibacteriota;Latescibacterota;Margulisbacteria;Marinisomatota;Methanobacteriota;Methylomirabilota;Myxococcota;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;Riflebacteria;SAR324;SZUA-79;Spirochaetota;Synergistota;Thermoplasmatota;Thermoproteota;Thermotogota;UBP4;UBP6;Verrucomicrobiota;Zixibacteria
COG4130	810	8	9	27	46	169	Actinomycetota;Atribacterota;Bacillota;Bacteroidota;Myxococcota;Pseudomonadota;Spirochaetota;Verrucomicrobiota
COG4174	4741	50	81	227	451	1361	AABM5-125-24;Acidobacteriota;Actinomycetota;Aerophobota;Armatimonadota;Asgardarchaeota;Bacillota;Bacillota_A;Bacillota_C;Bacillota_G;Bacteroidota;Bdellovibrionota;CAIJMQ01;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cyanobacteriota;Deferribacterota;Deinococcota;Delongbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_E;Desulfobacterota_F;Eisenbacteria;Elusimicrobiota;Fibrobacterota;Gemmatimonadota;Halobacteriota;JAAXHH01;Latescibacterota;Marinisomatota;Methylomirabilota;Muirbacteria;Myxococcota;Myxococcota_A;Nitrospinota;Nitrospirota;Omnitrophota;Planctomycetota;Poribacteria;Pseudomonadota;Riflebacteria;SAR324;Spirochaetota;Sumerlaeota;Thermoproteota;Thermotogota;Verrucomicrobiota
COG4186	3140	50	84	171	333	1035	Acidobacteriota;Actinomycetota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_G;Bacteroidota;Bdellovibrionota;Caldisericota;Campylobacterota;Chlamydiota;Chloroflexota;Cloacimonadota;Cyanobacteriota;Deferribacterota;Desulfobacterota;Desulfobacterota_D;Dormibacterota;Elusimicrobiota;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;Halobacteriota;Methanobacteriota;Methanobacteriota_B;Muirbacteria;Myxococcota;Nanoarchaeota;Nitrospirota;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;SZUA-79;Spirochaetota;Synergistota;Thermoplasmatota;Thermoproteota;Thermotogota;UBA10199;UBP6;Verrucomicrobiota;WOR-3
COG4191	18507	135	314	883	1882	6102	4484-113;AABM5-125-24;Acidobacteriota;Actinomycetota;Aenigmatarchaeota;Aerophobota;Altiarchaeota;Aquificota;Armatimonadota;Asgardarchaeota;Atribacterota;Auribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacillota_H;Bacteroidota;Bdellovibrionota;Bipolaricaulota;CAIJMQ01;CG03;CG2-30-53-67;CG2-30-70-394;CLD3;CSP1-3;Caldisericota;Calditrichota;Calescibacterota;Campylobacterota;Chlamydiota;Chloroflexota;Chrysiogenota;Cloacimonadota;Coprothermobacterota;Cyanobacteriota;DTU030;DUMJ01;Deferribacterota;Deinococcota;Delongbacteria;Dependentiae;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dictyoglomota;Dormibacterota;EX4484-52;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FCPU426;FEN-1099;Fermentibacterota;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;Goldbacteria;HKB111;Halobacteriota;Hydrogenedentota;Hydrothermarchaeota;Iainarchaeota;JAAXHH01;JABDJQ01;JACPWU01;JADFOP01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Lindowbacteria;Margulisbacteria;Marinisomatota;Methanobacteriota;Methanobacteriota_B;Methylomirabilota;Micrarchaeota;Muirbacteria;Myxococcota;Myxococcota_A;NPL-UPA2;Nanoarchaeota;Nitrospinota;Nitrospirota;Nitrospirota_A;OLB16;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;RBG-13-66-14;Ratteibacteria;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Sumerlaeota;Synergistota;TA06;Thermoplasmatota;Thermoproteota;Thermosulfidibacterota;Thermotogota;UBA10199;UBA1439;UBA3054;UBA6262;UBA6266;UBA8248;UBA8481;UBA9089;UBP13;UBP15;UBP18;UBP4;UBP6;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG4192	1750	21	37	88	180	539	Acidobacteriota;Actinomycetota;Aquificota;Bacillota_A;Bacteroidota;Campylobacterota;Chloroflexota;Cyanobacteriota;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_F;Gemmatimonadota;Methanobacteriota_B;Myxococcota;Nitrospirota;Planctomycetota;Pseudomonadota;Spirochaetota;Thermoplasmatota;Thermotogota;Verrucomicrobiota
COG4197	1868	21	27	81	152	510	Acidobacteriota;Actinomycetota;Aquificota;Armatimonadota;Bacillota;Bacillota_A;Bacteroidota;Bdellovibrionota;Chlamydiota;Chloroflexota;Cyanobacteriota;Desulfobacterota;Desulfobacterota_F;Nitrospirota;Nitrospirota_A;Patescibacteria;Planctomycetota;Pseudomonadota;Spirochaetota;Synergistota;Verrucomicrobiota
COG4206	12205	104	230	596	1218	3743	4484-113;AABM5-125-24;Acidobacteriota;Actinomycetota;Aerophobota;Aquificota;Armatimonadota;Atribacterota;Auribacterota;BMS3Abin14;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_D;Bacillota_E;Bacillota_F;Bacillota_G;Bacteroidota;Bdellovibrionota;CG03;CG2-30-70-394;CLD3;CSP1-3;Caldisericota;Calditrichota;Campylobacterota;Chloroflexota;Chrysiogenota;Cloacimonadota;Cyanobacteriota;Deferribacterota;Delongbacteria;Desantisbacteria;Desulfobacterota;Desulfobacterota_B;Desulfobacterota_D;Desulfobacterota_E;Desulfobacterota_F;Desulfobacterota_G;Dormibacterota;Edwardsbacteria;Eisenbacteria;Elusimicrobiota;Eremiobacterota;FCPU426;FEN-1099;Fermentibacterota;Fibrobacterota;Firestonebacteria;Fusobacteriota;Gemmatimonadota;HKB111;Halobacteriota;Hydrogenedentota;JAAXHH01;JABDJQ01;JACPWU01;JADFOP01;JAMCPX01;JdFR-76;KSB1;Krumholzibacteriota;Latescibacterota;Margulisbacteria;Marinisomatota;Methanobacteriota;Methylomirabilota;Muirbacteria;Myxococcota;Myxococcota_A;NPL-UPA2;Nanoarchaeota;Nitrospinota;Nitrospirota;Omnitrophota;Patescibacteria;Planctomycetota;Poribacteria;Pseudomonadota;RBG-13-66-14;Ratteibacteria;Riflebacteria;SAR324;SZUA-79;Schekmanbacteria;Spirochaetota;Synergistota;TA06;Thermodesulfobiota;Thermoplasmatota;UBA10199;UBA1439;UBA6262;UBA8248;UBA8481;UBA9089;UBP13;UBP15;UBP6;Verrucomicrobiota;WOR-3;Wallbacteria;Zixibacteria
COG4220	2313	36	69	146	292	865	Acidobacteriota;Actinomycetota;Armatimonadota;Bacillota;Bacillota_A;Bacillota_B;Bacillota_C;Bacillota_E;Bacillota_F;Bacillota_G;Bacteroidota;Bdellovibrionota;Campylobacterota;Chloroflexota;Cloacimonadota;Cyanobacteriota;Desulfobacterota;Eisenbacteria;Elusimicrobiota;Fusobacteriota;Gemmatimonadota;Krumholzibacteriota;Nitrospirota;Omnitrophota;Patescibacteria;Planctomycetota;Pseudomonadota;Riflebacteria;SAR324;Spirochaetota;Synergistota;Thermoplasmatota;Thermotogota;UBA10199;Verrucomicrobiota;Zixibacteria
